stars,date,country,verified,corpus,rating_category,year
9,2021-12-20,United Kingdom,True,used new club world first time delighted new configuration privacy afforded much better flight entertainment storage brilliant unfortunately lethargic crew ever meal served basically disappeared wine warm even forgot offer wife drink lunch also pair used sock storage cabinet heathrow nightmare often happens minute early rewarded minute wait gate hour wait luggage absolutely shocking covid time,good,2021
9,2021-12-19,United Kingdom,True,flight yesterday due take soon reaching gate first passenger called pre boarding gate staff said aircraft given permission land aberdeen due poor weather airport information kept telling passenger go gate hour half passenger learned flight cancelled via ba app join line customer service desk took two hour reach desk case reaching desk told automatically booked following morning flight offered overnight hotel meet need requested cancellation get bag back told cancel booking ba app could desk directed via gate collect bag meant go via uk border reach baggage belt waited bag hour automatically stored bag following day flight ba staff rude dismissive customer complaint length time bag taking arrive like fault cancelling alternative flight offered next day,good,2021
3,2021-12-16,United Kingdom,True,first time flown ba business class aircraft hopefully last firstly check crew great friendly helpful manual check machine always much nicer complaint department food journey adequate choice starter desert choice main course business class seating alternate seat facing backwards centre seat either facing stranger aisle seat put screen claustrophobic bubble cannot see cannot see passenger slightly better wife would utterly awful shut space stranger nowhere put glass bottle water book glass within easy reach unless keep table business class seat tuck bag seat front take landing nowhere put bag everything go overhead locker missing first row centre seat much storage space row get climb leg leg rest person aisle seat row travelling solo centre seat always case normally couple take aisle centre least climbing partner leg stranger ft could manage wife ft could get without disturbing passenger row behind reading light hopeless shine book light controlled handset work utterly awful design certainly make u avoid ba future possible,bad,2021
9,2021-12-12,Switzerland,True,claimed mile right trip beginning august took almost month reply surprise reject request without providing reason sent complaint per e mail still get reply month still waiting answer furthermore many people wearing mask asked flight attendant allowing people wear mask said medical exception ordered drink replied needed pick business class customer service,good,2021
9,2021-12-08,United Kingdom,True,british airway taking reservation cancelling flight without giving reason plan needed cancelled flight ba nothing ease process offered absolutely explanation flight cancelled going travel ba may travel year,good,2021
2,2021-12-06,United States,True,flight booked january send email beginning december informing flight changed second flight moved next day making layover hour called told cancel kind answer mean still need fly going booking another airline closer day flying expensive big inconvenience even get apology cancel,bad,2021
6,2021-12-02,United Kingdom,True,future travel voucher singapore london thought would perfect flight relocate home impression simple process call book onto route previously paid previously cancelled ba new date wrong first pay top flight significant amount equivalent around value original flight redemption ticket part cash part airmiles price increase fact flying peak time extra charge also meant overall paid face value online price time ticket flight well still keeping airline redeemed explained online price redemption price differ system work however taken refund would lost lot money administration fee desperate situation losing hundred pound matter cut loss booked flight least thought call centre agent previously explained working remotely manager supervision way escalate issue took card detail including full card number date cvc code explained flight ticket receipt payment extra bag would follow week later still ticket detail charge card booking reference nothing called confirm call centre agent reached apologised advised would escalate booking team took card detail waited another week sign booked onto flight thus began cycle increasingly frequent desperate call british airway repeatedly failed simple task booking flight spanning week friday monday flight sat tear another ba call centre agent promised get flight book extra bag next day around hour due fly finally got booking reference yet still failed charge add extra bag luckily noticed check detail managed add bag online whole experience stressful costly resulted spending hour day phone listening british airway hold music furthermore significant cutback ba inflight catering service due covid resulting smaller portion leaving quite hungry long flight though flown ba repeatedly problem past service gone significantly downhill,okay,2021
1,2021-11-29,United States,True,extremely disappointed trip experience gold mvp miler alaska airline ticket travel wasnt linked alaska airline speaking alaska representative confirmed due lack effort british airway accomplishing task could look lack effort even though frustrating main issue ticketing flt connection process departed egypt morning connecting ticket hand arrived usa apparently alaska flt changed hour later flight completely different airline delta without notifying customer found trying go security seattle said ticket valid go alaska airline find issue explained british airway rebooked delta took min customer service go delta sort mess frustrated,bad,2021
2,2021-11-27,United Kingdom,True,british airway seems happy encourage spread covid took flight heathrow paris cdg nd november boarded bus remote gate bus driver insisted packing bus maximum possible load standing door telling customer squeeze right leaving terminal bus full result passenger bus packed tight maximum facial distancing cm second coach aircraft followed minute later customer shameful ba ground staff exercise control nothing check bus boarding process whilst flight okay serf underline ba seem happy disregard covid safety protocol airport environment contrast recent air france iberia flight ground staff much disciplined actually try control customer maybe underline laissez faire attitude covid prevails uk,bad,2021
3,2021-11-25,Australia,True,refused early check told come back pm pm departure staff staff member inexperienced poor attitude taking lot time passenger,bad,2021
1,2021-11-25,United Kingdom,True,check ok document scanned without problem flight delayed minute due crew member stuck airline fault replacement crew found boarding onto new neo went ahead club europe cabin row economy seat middle seat blocked tall fit ok however anyone taller might struggle limited leg room inflight service stop start affair nothing write home crew failed work team go galley get extra drink even served cool coffee filter paper bottom cup landing disembarking went without hitch included bus ride terminal ba finest hour,bad,2021
1,2021-11-24,United Kingdom,True,arrived south airport tenerife hour departure iberia opened check even full flight waiting usual check process post covid took place usual error paperwork slowing thing passing security fine iberia lounge person capacity serve drink simple selection cold food boarding done meter long bus ride plane parked gate sure plane new neo row club seating seat ok hour flight anything longer would expect club europe leg room couple inch knee seat front food drink good served steel cutlery glass tumbler good selection wine go average salad overall ok experience great cabin crew,bad,2021
1,2021-11-20,Sweden,False,verified check slow app check could check vaccine qr code online check staff friendly ba silver card holder stockholm lounge use boarding fine plane worn seat close together row even worse crew really professional happy seemed arrival heathrow total shamble ba landed gate waited waited minute ba jetty work ba step slow leave plane moderately mobile wheelchair passenger struggle step everyone patient supportive terrible watch ba skimping lounge plane condition gate crew good seat uncomfortable,bad,2021
2,2021-11-19,United Kingdom,True,h queuing check desk told booked seat available sell seat,bad,2021
4,2021-11-15,United Kingdom,False,verified outbound seated row told run chosen food option shepherd pie settle gnocchi steward temerity blame food supplier ba could get better one return boarding back priority seated row last half glass champagne one passenger row declined food rigatoni vegetable overall penny pinching ba club class dreadful u,okay,2021
1,2021-11-15,United Kingdom,True,flew club europe london tenerife south november returned november club europe seat comfortable pay lot exactly leg room middle seat empty spread tiny bit fare would hope least couple inch leg room would make huge difference least get meal outbound cottage pie inbound sausage mash bad drink service however inbound ba white wine apparently problem supplier pre book seat due extortionate fee pre booking airline charge pre booking seat premium class back flight new nearly near smooth timing issue good respect good check experience tenerife south tacked onto end large tui check queue also great lounge vip lounge merely adequate ok seating hour two would recommend still reservation exactly ba trying become,bad,2021
6,2021-11-14,United States,True,hour standing line boarding pas airline would allow obtain boarding pas electronically said flight overbooked adult daughter got bumped flight yes used verifly flight delayed least minute unorganized slow getting seat advanced performed like airline wait even though paid avoid airline cost absolute worst,okay,2021
8,2021-11-13,United Kingdom,True,trying get hold ba change return flight past week cant change online flying another city service unavailable online tried live chat several time waited hour told one available business hour tried calling line always drop end customer service non existent however course call new booking line someone immediately pick course however help put anyone apparently shambolic excuse airline deserve national airline problem flying throughout covid work unfortunately easier change flight domestic latin american airline even speak spanish,good,2021
2,2021-11-13,United Kingdom,True,whole experience sickening grand spent holiday customer service shamble drop menu drop menu stating wanted complain would even allow add tier point flight london marred problem london received upgrade email fast track vip lounge due amount spent never happened treated pauper wherever showed email change plane side airfield resort riu paradise beach riddled bad food drug bad attitude complained fobbed knew ba staff sound return journey shamble delay finally arriving back manchester completely exhausted needing another holiday light end horrid tunnel virgin atlantic started route month know better option,bad,2021
1,2021-11-10,Ireland,False,verified poorly mismanaged service time disappointed huge queue due unavailability attendant counter wait around hour check came boarding wait passage min finally thought thing better reaching london next boarding pas scanned around passenger including wait next flight boarding next flight space keep luggage journey really hectic expect ba,bad,2021
1,2021-11-07,United Kingdom,False,verified currently dreading flight ba considering hung mum customer service line twice reply via called live chat wanted find two flight booked mum name plus flight dad one wanted able make name change absolutely impossible website unusable customer service shamble change name told done booking carefully well going people making mistake maybe change website make change flight like hello st century button saying change name anyways point woman phone started raising voice u making clear gave towards end call said thanks help deal la got cut minute got nothing say good luck,bad,2021
5,2021-11-06,United Kingdom,True,another ba shuttle flight good one fantastic flying weather would say load factor good professional crew friendly complimentary snack arrived early worry getting gate make easy exit still cut competitor although bit expensive make total product delivery,okay,2021
1,2021-10-31,United Kingdom,True,flight larnaca lhr check ok lounge aspire lounge shared basic ok flight left minute late made time en route row business class cabin service ok quite expensive product offered long sector food great drink ok staff kept going lack glassware really interested honest paid lot money staff friendly responsive could club europe fine flight le three hour longer seat comfortable dreadful something ba think,bad,2021
2,2021-10-29,United Kingdom,True,upon checking club desk lisbon airport passenger locator form found incorrect reference number day test check agent denied u boarding causing wife recently spent long time hospital u k much distress job course requested call supervisor check manager goncalo ribeiro came rescue identify problem spent half hour time arranging new supplier day test uploading onto plf verifying flight documentation fast tracking u check gate boarding wish u comfortable journey could asked better service professional ambassador ba,bad,2021
2,2021-10-29,United Kingdom,True,club europe british airway outstanding wonderful ba back welcome board warm sincere flight attendant helpful friendly professional great update flight deck super lunch good choice wine ba best hopefully excellence also reflection new ceo departure alex cruz,bad,2021
4,2021-10-25,Italy,False,verified good flight boarding chaos gifted beautiful gate lhr bussed plane first time used bus gate gate jetway nevertheless passenger full flight boarded via step caused hour waiting gate well baggage taking age also seat recline g gatl f broken,okay,2021
2,2021-10-24,United Kingdom,True,usual ba economy trip pleasant crew complimentary snack water small bar service reasonable price fan new neo aircraft cramped seating uncomfortable armrest seat tiny thin short length offer little support two people enough one aisle width seems smaller going toilet back seems awkward done transatlantic aircraft another airline ba still offer good product good value priced time good value,bad,2021
10,2021-10-23,United Kingdom,True,check easy security quick lounge fine lounge service returning pre pandemic day self service allowed great flight fine wife son felt breakfast like old style economy food perhaps agree nothing bad food nothing great either drink fine proactively served arrival efficient pcr testing needed fast turnaround baggage quick,good,2021
6,2021-10-21,United Kingdom,False,verified happened british airway whole pre flight experience prehistoric appear gone back make passenger physically queue manually check adding hour journey mention ridiculous bunch people together big slow queue premise due covid precaution airline making passenger even open desk passenger two check staff like post office apart aircraft cabin crew literally everything else airline disintegrated point reliable enough use business purpose attitude towards exec club member loyal customer disgrace chosen insisted upon ba business personal travel decade accumulated lot air mile also one two ba amex companion voucher cost k spending earn tell much supported airline despite shocking decline recent year last year booked ba flight personal business flight two colleague taking money wasting time planning itinerary cancelled forcing tear plan pay double last minute alternative airline personal one st lucia cancelled return day flying forcing cancel holiday fly back immediately risk stuck week cost holiday offered nothing way compensation couple week ago noticed one amex companion voucher apparently going expire nov th year tried speak world largely closed since march assumed would straightforward extend voucher time holiday destination properly open mention experience dealing routinely cancelled flight reluctance risk third person another holiday day going around circle speaking really bad english people empathy even live country finally got someone ba told extend voucher even shareholder level treatment disrespect spend another penny airline even going bother using second voucher cancelled ba amex work music business managing tour band reckon book flight year satisfaction knowing attitude cost roll inevitable ba administration least somebody else buy cheap start rebuilding world favourite airline ridiculed thought ba could ever make ryanair look like attractive option,okay,2021
10,2021-10-20,United Kingdom,True,returned amazing holiday felt compelled write review flight generally torment nervous flyer however occasion absolute delight inward outward journey impressed professionalism friendliness kindness cabin crew economy treated respect service would expect first class cabin particular thanks must go amir absolute joy credit british airway cannot wait fly huge thank much,good,2021
9,2021-10-19,Canada,True,plane clean air quality good timing perfect seated k begin difficulty using button get leg rest well push back seat requested cup tea drink service started told tea would served dinner press loght twice indicate need nothing happened dinner tea service get go galley ask cup tea hand soap washroom however way london toronto experience good one however return flight,good,2021
7,2021-10-18,United Kingdom,True,service excellent cabin staff attentive efficient food drink good seat new suite extremely comfortable additional privacy really nice overall enjoyable flight,okay,2021
8,2021-10-16,United Kingdom,False,verified booked paid thought business class seat flight athens got premium economy seat first nine row business class seat row premium economy cabin added business class section le comfortable seat fully recline unlike seat row row case snobby simply point principle clear case ba mi selling known prior would paying business class price seat le comfortable business class passenger flight booked complained board along several passenger also resented scammed way also made formal complaint ba fobbed apparently long running scam know get away,good,2021
8,2021-10-14,United Kingdom,True,ble customer service booked flight covid go still go border still closed given option told take voucher job plan travel refuse give money back although booked flight cayman still able go cannot provide service paid refuse refund sympathetic understanding voucher valid another two year wonder many flight go wonder many regulation good customer feel deserve better,good,2021
3,2021-10-07,United Kingdom,True,first flight pandemic understandable difficulty facing airline check longer normal due vaccine check passenger locator form etc return flight total mess two counter open economy one business argument regarding vaccine check two ba staff contradicting took hour ten minute check resulting flight delay board expecting great service seating extremely uncomfortable inch pitch inch wide seat bearable hour half flight board service packet crisp small bottle water another eye contact handed however pleased disembarking passenger let group despite idiot decided stand get hand luggage aircraft still taxing gate cabin crew manage force back seat close locker,bad,2021
10,2021-10-07,United Kingdom,True,lca lhr club europe quick check lca speedy passport control security aspire lounge clean spacious reasonable buffet food drink boarding group pushback time ce stretched back full row single toilet struggled drink meal service efficient despite many row vegetarian option usual pasta splodge reminiscent economy yore onboard w fi adequate rather slow charged business class arrival ahead schedule disembarking en masse e gate surprisingly quickly overall flight typical post covid standard short haul business class,good,2021
6,2021-10-06,United Kingdom,False,verified booked flight heathrow friday th august fly manchester airport arrival heathrow check british airway staff informed booked flight seat name mistake offered pay fee get second seat changed sister name british airway refused u board sent u home however staff member spoke desk promised email u flight voucher would get shortly could fly another time ba since offer refund never received flight voucher chased numerous time phone ba staff said error flight voucher would sent record staff member spoke promised voucher say show inaccurate sent numerous email ba explaining happened asking form promised voucher response email message one ba staff member phone said track lady spoke heathrow ask remembers ludicrous take name doubt would remember since see hundred ba customer day,okay,2021
10,2021-10-05,United Kingdom,True,flown ba many year never alternative booked paid club class flight receive meal drink onboard crew unorganised delayed ground minute prior departing plenty time prepare flight service delayed air commenced service albeit slowly abandoned closed service altogether crew never even decency speak u apologise person even tannoy complained ba received apology email usual fell short standard generic speech offer partial refund avios compensate lack service,good,2021
1,2021-10-04,United States,True,crew denver airport top notch impressed customer service patient courteous thank amazing,bad,2021
1,2021-10-03,United Kingdom,True,ordinary ba domestic shuttle flight belfast london heathrow usually uneventful except cabin crew announcement three time advising people complete uk passenger arrival form gov uk website risk prosecution people challenged statement rebuked ba cabin crew adamant requirement regular traveller amongst u knew incorrect advice people anxious departing aircraft crisp snack water offered nice touch sky cafe still sale quite sure given covid protocol uk mainly relaxed ba still far best operator ulster england,bad,2021
2,2021-10-02,United Kingdom,False,verified book six flight ba recently either cancelled significant time change latest flight late heathrow missed connecting flight even though scheduled around hour flight ba staff heathrow rude generally clueless part get u destination within hour scheduled arrival time booked easyjet flight gatwick instead pay get gatwick complaint registered several week ago response far perhaps ba backlog complaint way performing moment embarrassment national flag carrier comfortably performed budget airline appears case moment,bad,2021
7,2021-10-01,United Kingdom,True,service got super inconsistent ba management diverted flight unprofessional lacked shred empathy flight london business class asked mini bottle champagne always treat cabin crew member said give bottle glass however crew member giving bottle passenger row one two asked top staff said finished business cabin case would run crew pick choose one passenger another change service fair got diverted volcano ash impacting tenerife needed refuel gran canaria min tenerife diverted malaga got e mail clearly stating meal accommodation crew also said got hotel dinner u room service breakfast eight bus airport also eight could grab something buffet run coach diverted flight got dinner breakfast,okay,2021
1,2021-09-26,United Kingdom,True,terrible service club world indifference lackadaisical attitude hardly service everything asked gotten asked cup tea flight say whaa said cup tea said yes asked wanted milk sugar brought lukewarm tea sugar sachet spoon stirrer pushed bell stirrer wait full min someone came eventually spoon drink cold tea seriously ba welcome back people fly,bad,2021
1,2021-09-22,United Kingdom,True,lhr lca gallery lounge chock block first thing wednesday morning seemed bustling pre pandemic boarding group efficient flight almost full superficially cabin seemed clean although long hair pillow gave game away expanded club europe stretching back row new norm departure time good drink service sequed smoothly lunch post covid lunch remains restricted co must horrified produce miniscule salad worst gnocchi dish ever tasted wi fi access free business class passenger hour intermittent service excessive arrival ahead schedule issue passport control lca,bad,2021
9,2021-09-21,United Kingdom,True,pleasant flight lisbon full flight left min late taken aircraft bus heathrow gate staff allow much hand luggage aircraft however air great service male crew big club class cabin friendly efficient crew even demanding obnoxious passenger late breakfast brunch served tasty contrast iberia crew lisbon madrid london cold unprofessional,good,2021
8,2021-09-21,United Kingdom,True,check staff economy never experienced business passenger strolled economy passenger left standing min plus,good,2021
1,2021-09-13,France,True,refund flight cancelled month ago provided ticket voucher valid april ticket bought edreams june flight july geneva paulo london british airway round trip lhr gru flight cancelled without explanation contacted edreams ba number time last month refund euro paid,bad,2021
2,2021-09-11,Nigeria,True,stranded lounge allocated seat flight booked month ago want use forced emirate available advise traveler shun look customer friendly option,bad,2021
3,2021-09-09,United States,True,think british airway need much clearer covid travel flexibility really mean pas common sense test purchased round trip business class ticket new york mykonos london traveled problem day return new york though took covid test learned tested positive tried call airline many usless number provide website recorded message drone one answer phone covid safety simply say therefore answer call try ability leave call back number voicemail etc whatever reason ba website thought bought ticket third party agent bought ba com wouldnt let cancel reschedule flight web site called called coming day could get london athens new york line two day later negative pcr test accurate test learned positive buy new return flight u calling ba usa customer service line nearly month least every day never get finally told fact couldnt get flight covid scare count nothing fact dont enough people answering phone count nothing unable change flight day later web site becuase ticket mi booked offered send greek doctor note saying sick give voucher future flight mykonos new york speechless stupidity whole situation,bad,2021
7,2021-09-08,United States,True,flight boston heathrow arrived time passenger allowed disembark plane kept tarmac one hour half without given sufficient information causing delay delay passenger lost connecting flight tirana offered another connecting flight hour later time arrival booked flight one main reason made choose fact layover little bit hour turning hour layover think unacceptable poor customer service show lack respect client lack commitment company provide customer promised paid disappointed experience,okay,2021
8,2021-09-07,United States,True,year year british airway ba service route washington london becoming worse one bad experience another route july british airway ba notified u connection flight nice bumped pm pm spend extra hour airport covid era website email prior day flight kept asking u check uk gov covid rule regulation transit london said covid test necessary could show proof vaccine however upon arrival airport told u needed go basement take covid test show negative result charged u per person rapid covid test outrage totally unnecessary could gotten test done cheaper rate known requirement prior flight food service horrible served food lot cheese requested vegan meal due may dairy allergy ba damaged samsonite luggage told u airport needed report online trying resolve issue since july asking u photo like time still giving u run around,good,2021
3,2021-08-27,United Kingdom,True,ba used go carrier silver member however service seems gone hugely downhill flight get cancelled best alternative flight offered whilst theory cancel amend booking online app invariably possible cannot contact email may find sitting phone plus minute speak someone busy due cancelled flight need employ people answer call email promptly stunned recent cancellation catania flight two week due travel,bad,2021
1,2021-08-26,Russian Federation,True,entertainment system working badly screen freezing every time wanted open flight map though aircraft year window blind worked delay crew informed passenger would headphone provided supposed short haul flight flying aeroflot airline expected receive excellent ba service got pack crisp tiny bottle water think unacceptable non low cost carrier offer service like get hot meal board rare loved comfortable seat life tend problem sleeping board time even noticed falling asleep right takeoff,bad,2021
2,2021-08-22,United Kingdom,True,flew british airway cheapest fare hand baggage fare economy class despite cheapest fare actually carry two piece cabin luggage weighing kg value money incredible ground staff london heathrow polite helpful plane clean cabin crew smiley polite short haul flight given free packet crisp bottle water wifi onboard paid full flight access package great fast enough stream movie netflix considering low cost carrier premium carrier like ba pay extra fly premium carrier generous cabin luggage allowance free snack board may end cheaper nobody clap plane land,bad,2021
1,2021-08-19,United Kingdom,True,efficient evening bag drop security quick gallery north lounge good food drink fine plane left time pre ordered door ok early arrival fortunately bag given priority tag came early,bad,2021
1,2021-08-17,United Kingdom,True,year month baby girl flew business class moscow domodedovo london heathrow august landed heathrow baby sleeping asked steward stroller said going wait corridor entrance terminal building grabbed sleeping baby nearly kg luggage bag another kg walked away went entered building met one pram pram left somewhere corridor one ask flow passenger behind front top landed terminal travel train arrival terminal passport control procedure still holding baby heavy bag shoulder met one ask help first british airway representative met passport control explained situation said go downstairs pram suitcase assistance help wait another hour luggage pram absolutely frustrated upset disappointed see british airway care mother kid,bad,2021
1,2021-08-11,Germany,True,flight heathrow passenger piled bus left min terminal unhappy passenger confronted ba transport manager response sorry still learning arrival aircraft gentleman came wheelchair help luggage helped shame since lounge service good flight munich ba signed open lounge munich look like systemic failing rather one event,bad,2021
1,2021-08-08,United Kingdom,True,ba encourage download verifly speed check absolutely rubbish desk staff seem want want see actual form test etc wasted minute pointless return flight access club lounge pay extra part business class ticket price made available last flight available nce part covid experience board staff good although one joke another welcome ryanair board food good short haul flight,bad,2021
5,2021-07-27,Philippines,True,hey cancelled flight booked three month ago operational problem time price roof british airway could give alternative refund voucher,okay,2021
10,2021-07-22,United Kingdom,True,flying ba year never issue recently arrange surgery budapest naturally wanted fly ba booked flight bhd bud via lhr online site booked informed hospital confirmed appointment next day received email ba telling cancelled flight bud worry moved earlier much earlier flight day problem earlier flight departed around two hour flight bhd arrived would thought would flashed system issue seemingly interlude get hungary covid one need valid reason medical treatment one fill confusing form hungarian police website confusing mix hungarian pidgin english anyway form filled flight number etc emailed authority exemption granted took earlier flight meant fly london previous evening stay overnight hotel operation booked hotel booked airport transfer booked immigration paper amended sent admiration granted flight booked could go wrong around three week due travel ba rather unsportingly decided cancel flight bud needle say furious complained ba customer service given stock excuse covid disrupting air travel great excuse looked bud arrival info ryanair flying daily least preceding several month ba covid excuse rang somewhat hollow epilogue got refunded money flight booked ba although refused refund bhd lhr flight know also lost money spent hotel half money spent booking airport transfer given cavalier attitude ba seem booking indifference ruining week preparation part fact lost inconsiderable sum money decided avoid ba,good,2021
8,2021-07-20,United Kingdom,True,check well organised lounge cancun efficient boarding process given water bottle take welcome drink covid rule relaxed need change menu good food acceptable staff experienced well organised gave slick board experience managed sleep hour first time tagged luggage quickly may reflect fact flight one gatwick time,good,2021
1,2021-07-13,United Kingdom,True,departure lgw north aspire lounge bag fine lounge basic time departure cabin crew welcoming given menu water amenity pack look like white company bedding option removed lunch fine good pre meal drink service complete return old day getting flight generally good early touch club world luggage last meant wait minute luggage,bad,2021
2,2021-07-09,United Kingdom,False,verified booked flight six month travel month flight ba cancelled flight giving option rebook another day bearing mind people work school ideal top booked parking three week rebooked flight suggested week later ba cancelled rebooked flight told receive refund within working day two week passed called informed give time frame processing refund refund issued yet ba representative refuse give contact detail manager cut phone,bad,2021
6,2021-07-07,Canada,False,verified airline cancelled initial return flight hour layover london option book next flight hour layover board flight toronto understand schedule change best stay positive supportive contacted airline asking upgrade best seat asked access airport lounge prolonged stay airport denied ask explanation empathy ignored subsequent ask provide path escalation change schedule extra hour layover time way chose treat customer anything wrong except trusting commute,okay,2021
1,2021-06-27,United States,False,verified traveling wife business class seattle bangalore via connecting flight london reserved seat together booking ticket mysteriously changed later got boarding pas assigned h called several time anything gave u explanation like may one else needed seat seat together available boarded whole plane empty still allow u seat together,bad,2021
1,2021-06-22,United States,True,usually avoid ba appalling customer service sneaky extra charge flight option note ba actually charge seat pre selection biz class uk pound case airline world dare saved money waited checkin choose seat free seat ba universally derided cramped across back front configuration stare face seat mate arm length away airline ever came awkward arrangement wonder preflight drink offered meal time selected one three main offering told available even though people seat biz section seat area practically storage except tiny drawer ankle level inaccessible seat lie flat position bed narrowest experienced biz class also hard cabin cold blanket thin raid blanket two seat stay warm amenity kit smallest ever seen biz class fit palm hand uncomfortable miserly experience hardly worth ba charge route used mile pay ticket course got whacked ba unique notorious fuel surcharge fee using mile,bad,2021
8,2021-06-13,United Kingdom,False,verified aktion airport recently opened new facility check departure certainly seemed clean efficient although admittedly cope low passenger load present good see check carefully scrutinised lateral flow certificate passenger locator form thanks passenger board half club europe flight took ahead time service little perfunctory food reminiscent economy business class much pre packaging covid effect presumably arrival also comfortably ahead schedule although dreading many hour queuing border control e gate collecting luggage minute landing,good,2021
7,2021-06-07,Ghana,True,want say big thank kahina ladjouze frustratingly missing flight due road closure helped secure book next day flight without additional charge really grateful,okay,2021
1,2021-05-30,United Kingdom,True,sixteen month grounded covid felt almost surreal back heading u essential summer sun greece blissfully quiet queue check security even gallery south lounge le frenetic usual despite family kid similarly desperate escape boris johnson bully boy attitude ordering food beverage one table seems something worth continuing avoiding wastage endlessly replenished buffet flight quiet pax board club europe boarding row also seemed welcome improvement previous group service flight good food usual co quality landing ahead schedule passport control minute quick check vaccination certificate passenger locator form overall thoroughly reassuring coming covid experience,bad,2021
1,2021-05-26,South Africa,True,ba cancelled flight dec refund promised voucher form call center month line call min waiting time email reminder conclusion going circle avoid issuing voucher head call center keeping empty promise,bad,2021
2,2021-05-15,United Kingdom,True,fantastic flight heathrow crew best keep everyone happy challenging time nice see introduced free snack water start,bad,2021
4,2021-04-24,Spain,True,boarding disembarking greatly organised passenger boarded gate seperate row backside front business minimizing possiblity jamming disembarking passenger asked remain seated row per row called crew member supporting process could improved distribute hand sanitizer boarding snack distributed row business overlooked reason seat neighbour highlighted get food staff surprised fixed first flight since one year appreciated covid measure taken ba still left strange experience,okay,2021
8,2021-04-07,South Africa,True,best experience ba thus far couple disappointment happy fast baggage check bus gate favourite thing blemish airline covid protocol robust particularly attendant need armed sanitizer cabin entrance big mix find inexcusable another passenger allocated seat plane causing anxious moment friendly attendant get another seat expect level bottle water offered every passenger welcome plane arrived minute late,good,2021
9,2021-04-01,United Kingdom,True,ok flight apart cancelled majority outbound crammed everybody one flight return cancelled time opted voucher could rebook new route informed requesting e voucher would need call rebook different country phone tariff extortion flight cancelled time offered option rebook new flight online inconvenienced every step way,good,2021
9,2021-03-14,United Kingdom,True,absolutely appalling experience british airway unfortunately lowered standard dismay recently much better flying experience budget airline rather ba customer service representative completely clueless unprofessional bothered recently flight cancelled occasion staff interested helping return home,good,2021
1,2021-02-21,Canada,True,booked mentioned flight travel restriction changed week travel date airline notify learned could fly airline airport went check single ticket company said realise flying canada india via london restriction allow via flight ok direct one booked single ticket canada india come realise fly refund gave credit travel anytime next two year travel plan next two year mean money gone talking representative ridiculously put everything website agent onetravel worst experience ever airline frequent flyer trying ba first time guess never going fly return journey flight gave full refund new travel restriction allow take poor show ba,bad,2021
9,2021-02-20,United Kingdom,True,return flight antigua london cancelled time call ba several time computer system work issue new ticket result pay airport price baggage pay online without ticket promised give compensation hotel stay food travel complete online form done asked submit expense link provided lost baggage expense claimed replied link wrong asked correct link replied compensate anything,good,2021
8,2021-02-10,Bulgaria,False,verified cancellation month applying voucher find work new cancellation terrible stammer recommend anyone covid restriction,good,2021
5,2021-02-04,United Kingdom,True,travelled india eye surgery flight back london heathrow assisted member cabin crew madeline thomas amazing person made sure feeling okay come back surgery traveling nurse took care need like mom also made sure eaten food stood next feeling awful lot pain,okay,2021
4,2021-01-21,United Kingdom,False,verified travelling back mexico city business trip fully aware covid safety restriction moment staff admirable job nevertheless lot say state ba first moment firstly lounge mexico city terminal paid lounge check staff help detail mexico city terminal functional lounge aeromexico working good enough expensive ticket finally got board staff incredible throughout super apologetic come food literally inedible first staff offered commented much every time hour trip first option really chocolate crisp first suite flight visible sign wear tear need attention seat would easily convert bed scuff mark around generally looked bit shabby expect premium product left watch flight error contacted ba immediately despite assurance comprehensive cleaning process covid watch never found ba outsourced lost found service separate company process completely washed hand helping customer given told specifically left watch assume one cleaning staff decided keep pay premium flight additional service ba offering moment essential fly really bother first unless go another airline company care,okay,2021
1,2020-12-30,United Kingdom,False,verified charge fee make amendment booked holiday well advance absolutely disgraceful site say fee amendment ring say ticked term condition box refer page term condition use charge extortionate amount received nothing bad attitude rudeness representative,bad,2020
5,2020-12-27,United Kingdom,False,verified good service whole way nothing exceptional short flight plane clean refreshment provided issue flight packed understandable chirstmas surely wise stranger sitting close pandemic even mask return flight cancelled easy transfer new flight issue either hoping little personal space next time also wi fi work also liked system boarding disembarking avoid everyone rushing time brought pandemic sure hope something continue future made experience much pleasant value money marked christmas flight expensive expected though know,okay,2020
1,2020-12-26,United Kingdom,False,verified entered plane bunch white flower flight attendant joked felt obliged bring flower realized going mother funeral flower apologetic idea bringing flower crew nice flight,bad,2020
